,ENTITY_CD,YEAR,ASSESSMENT_NAME,ENTITY_NAME,SUBGROUP_NAME,MEAN_SCORE,ES,MS,EM,ST_NOTSURE,Gender_MEAN_SCORE,MEAN_SCORE_white,MEAN_SCORE_non_white,Subject,MEAN_SCORE_english_language_learners,MEAN_SCORE_non-english_language_learners,Female,post_covid,race_gap,ell_gap
203742,1,2019,MATH7,NYC Public Schools,All Students,601.0,1,1,1,0.0,600.0,611.0,602.8,MATH,585.0,603.0,0,0,1,0
213003,1,2019,MATH8,NYC Public Schools,All Students,601.0,1,1,1,0.0,599.0,610.0,602.0,MATH,588.0,603.0,0,0,1,0
222264,1,2019,MATH5,NYC Public Schools,All Students,600.0,1,1,1,0.0,600.0,609.0,602.2,MATH,586.0,603.0,0,0,1,0
231525,1,2019,MATH3,NYC Public Schools,All Students,600.0,1,1,1,0.0,600.0,608.0,602.0,MATH,590.0,602.0,0,0,1,0
240786,1,2019,MATH6,NYC Public Schools,All Students,600.0,1,1,1,0.0,599.0,609.0,601.4,MATH,584.0,602.0,0,0,1,0
259308,1,2019,Science8,NYC Public Schools,All Students,62.0,1,1,1,0.0,62.0,609.5833333333334,602.0833333333334,SCIENCE,583.0,602.8333333333334,0,0,1,0
268569,1,2019,Science4,NYC Public Schools,All Students,79.0,1,1,1,0.0,78.0,609.5833333333334,602.0833333333334,SCIENCE,583.0,602.8333333333334,0,0,1,0
277830,1,2021,ELA3,NYC Public Schools,All Students,607.0,1,1,1,0.0,605.0,615.0,606.6,ELA,590.0,610.0,0,1,1,0
288478,1,2021,ELA4,NYC Public Schools,All Students,610.0,1,1,1,0.0,609.0,620.0,609.0,ELA,589.0,613.0,0,1,1,0
299126,1,2021,ELA5,NYC Public Schools,All Students,607.0,1,1,1,0.0,605.0,616.0,608.0,ELA,583.0,611.0,0,1,1,0
309774,1,2021,ELA6,NYC Public Schools,All Students,607.0,1,1,1,0.0,605.0,615.0,607.6,ELA,581.0,611.0,0,1,1,0
320422,1,2021,ELA7,NYC Public Schools,All Students,608.0,1,1,1,0.0,606.0,616.0,606.8,ELA,578.0,611.0,0,1,1,0
331070,1,2021,ELA8,NYC Public Schools,All Students,606.0,1,1,1,0.0,604.0,614.0,605.6,ELA,577.0,609.0,0,1,1,0
341718,1,2021,MATH3,NYC Public Schools,All Students,601.0,1,1,1,0.0,602.0,481.0,472.8,Math,450.5,476.0,0,1,1,0
352366,1,2021,MATH4,NYC Public Schools,All Students,600.0,1,1,1,0.0,601.0,481.0,472.8,Math,450.5,476.0,0,1,1,0
363014,1,2021,MATH5,NYC Public Schools,All Students,600.0,1,1,1,0.0,600.0,481.0,472.8,Math,450.5,476.0,0,1,1,0
373662,1,2021,MATH6,NYC Public Schools,All Students,601.0,1,1,1,0.0,602.0,481.0,472.8,Math,450.5,476.0,0,1,1,0
384310,1,2021,MATH7,NYC Public Schools,All Students,603.0,1,1,1,0.0,603.0,481.0,472.8,Math,450.5,476.0,0,1,1,0
394958,1,2021,MATH8,NYC Public Schools,All Students,597.0,1,1,1,0.0,597.0,481.0,472.8,Math,450.5,476.0,0,1,1,0
405606,1,2021,Science4,NYC Public Schools,All Students,79.0,1,1,1,0.0,79.0,85.0,78.2,Science,63.0,81.0,0,1,1,0
416254,1,2021,Science8,NYC Public Schools,All Students,59.0,1,1,1,0.0,59.0,67.0,60.6,Science,43.0,62.0,0,1,1,0
426902,1,2022,ELA8,NYC Public Schools,All Students,602.0,1,1,1,0.0,598.0,609.0,603.4,ELA,579.0,605.0,0,1,1,0
437550,1,2022,ELA7,NYC Public Schools,All Students,606.0,1,1,1,0.0,604.0,614.0,608.0,ELA,587.0,609.0,0,1,1,0
448198,1,2022,ELA3,NYC Public Schools,All Students,600.0,1,1,1,0.0,597.0,608.0,601.4,ELA,589.0,602.0,0,1,1,0
458846,1,2022,ELA4,NYC Public Schools,All Students,597.0,1,1,1,0.0,594.0,607.0,598.8,ELA,583.0,600.0,0,1,1,0
469494,1,2022,ELA6,NYC Public Schools,All Students,603.0,1,1,1,0.0,600.0,612.0,605.2,ELA,585.0,606.0,0,1,1,0
480142,1,2022,ELA5,NYC Public Schools,All Students,602.0,1,1,1,0.0,599.0,610.0,603.0,ELA,587.0,604.0,0,1,1,0
490790,1,2022,MATH6,NYC Public Schools,All Students,595.0,1,1,1,0.0,595.0,476.375,469.95,Math,452.875,471.0,0,1,1,0
501438,1,2022,MATH3,NYC Public Schools,All Students,597.0,1,1,1,0.0,597.0,476.375,469.95,Math,452.875,471.0,0,1,1,0
512086,1,2022,MATH4,NYC Public Schools,All Students,595.0,1,1,1,0.0,596.0,476.375,469.95,Math,452.875,471.0,0,1,1,0
522734,1,2022,MATH7,NYC Public Schools,All Students,598.0,1,1,1,0.0,598.0,476.375,469.95,Math,452.875,471.0,0,1,1,0
533382,1,2022,MATH8,NYC Public Schools,All Students,595.0,1,1,1,0.0,594.0,476.375,469.95,Math,452.875,471.0,0,1,1,0
544030,1,2022,MATH5,NYC Public Schools,All Students,596.0,1,1,1,0.0,596.0,476.375,469.95,Math,452.875,471.0,0,1,1,0
554678,1,2022,Science4,NYC Public Schools,All Students,76.0,1,1,1,0.0,76.0,83.0,77.6,Science,65.0,79.0,0,1,1,0
565326,1,2022,Science8,NYC Public Schools,All Students,61.0,1,1,1,0.0,61.0,68.0,62.2,Science,48.0,63.0,0,1,1,0
575974,2,2018,ELA5,Large Cities,All Students,585.0,1,1,1,0.0,582.0,593.0,586.2,ELA,571.0,588.0,0,0,1,0
586622,2,2018,ELA3,Large Cities,All Students,587.0,1,1,1,0.0,584.0,594.0,588.8,ELA,576.0,589.0,0,0,1,0
597270,2,2018,ELA7,Large Cities,All Students,585.0,1,1,1,0.0,581.0,593.0,587.2,ELA,570.0,588.0,0,0,1,0
609437,2,2018,ELA8,Large Cities,All Students,585.0,1,1,1,0.0,581.0,592.0,588.4,ELA,570.0,588.0,0,0,1,0
620085,2,2018,ELA6,Large Cities,All Students,586.0,1,1,1,0.0,582.0,592.0,588.8,ELA,573.0,588.0,0,0,1,0
630733,2,2018,ELA4,Large Cities,All Students,586.0,1,1,1,0.0,583.0,592.0,587.2,ELA,574.0,588.0,0,0,1,0
641381,2,2018,MATH4,Large Cities,All Students,585.0,1,1,1,0.0,584.0,592.0,585.6,MATH,575.0,587.0,0,0,1,0
652029,2,2018,MATH6,Large Cities,All Students,586.0,1,1,1,0.0,586.0,594.0,588.0,MATH,575.0,588.0,0,0,1,0
662677,2,2018,MATH3,Large Cities,All Students,586.0,1,1,1,0.0,585.0,595.0,587.4,MATH,576.0,588.0,0,0,1,0
673325,2,2018,MATH5,Large Cities,All Students,584.0,1,1,1,0.0,583.0,593.0,585.6,MATH,574.0,586.0,0,0,1,0
683973,2,2018,MATH8,Large Cities,All Students,584.0,1,1,1,0.0,582.0,593.0,585.2,MATH,575.0,586.0,0,0,1,0
694621,2,2018,MATH7,Large Cities,All Students,584.0,1,1,1,0.0,582.0,593.0,586.8,MATH,572.0,586.0,0,0,1,0
706788,2,2018,Science8,Large Cities,All Students,47.0,1,1,1,0.0,46.0,593.0,587.098474059003,SCIENCE,573.360542449585,587.4883880930175,0,0,1,0
725436,2,2018,Science4,Large Cities,All Students,71.0,1,1,1,0.0,70.0,593.0,587.098474059003,SCIENCE,573.360542449585,587.4883880930175,0,0,1,0
736084,2,2019,ELA7,Large Cities,All Students,585.0,1,1,1,0.0,582.0,593.0,589.2,ELA,570.0,588.0,0,0,1,0
746732,2,2019,ELA6,Large Cities,All Students,584.0,1,1,1,0.0,581.0,592.0,586.2,ELA,571.0,587.0,0,0,1,0
757380,2,2019,ELA4,Large Cities,All Students,586.0,1,1,1,0.0,584.0,593.0,588.2,ELA,574.0,589.0,0,0,1,0
768028,2,2019,ELA5,Large Cities,All Students,585.0,1,1,1,0.0,582.0,593.0,587.0,ELA,572.0,588.0,0,0,1,0
778676,2,2019,ELA3,Large Cities,All Students,588.0,1,1,1,0.0,586.0,595.0,590.0,ELA,577.0,590.0,0,0,1,0
790843,2,2019,ELA8,Large Cities,All Students,586.0,1,1,1,0.0,582.0,594.0,588.8,ELA,570.0,589.0,0,0,1,0
803010,2,2019,MATH3,Large Cities,All Students,588.0,1,1,1,0.0,587.0,596.0,589.0,MATH,580.0,589.0,0,0,1,0
815177,2,2019,MATH6,Large Cities,All Students,587.0,1,1,1,0.0,587.0,597.0,588.8,MATH,578.0,589.0,0,0,1,0
825825,2,2019,MATH4,Large Cities,All Students,585.0,1,1,1,0.0,585.0,594.0,587.0,MATH,575.0,588.0,0,0,1,0
836473,2,2019,MATH5,Large Cities,All Students,585.0,1,1,1,0.0,584.0,593.0,586.2,MATH,574.0,587.0,0,0,1,0
847121,2,2019,MATH8,Large Cities,All Students,585.0,1,1,1,0.0,583.0,594.0,587.2,MATH,574.0,587.0,0,0,1,0
859288,2,2019,MATH7,Large Cities,All Students,586.0,1,1,1,0.0,584.0,595.0,588.2,MATH,575.0,588.0,0,0,1,0
869936,2,2019,Science8,Large Cities,All Students,48.0,1,1,1,0.0,47.0,594.1033734134936,588.0063794255177,SCIENCE,574.215842871231,588.2726967097989,0,0,1,0
880584,2,2019,Science4,Large Cities,All Students,70.0,1,1,1,0.0,70.0,594.1033734134936,588.0063794255177,SCIENCE,574.215842871231,588.2726967097989,0,0,1,0
901880,2,2021,ELA3,Large Cities,All Students,586.0,1,1,1,0.0,585.0,596.0,586.0,ELA,577.0,589.0,0,1,1,0
912528,2,2021,ELA4,Large Cities,All Students,590.0,1,1,1,0.0,588.0,601.0,588.4,ELA,579.0,592.0,0,1,1,0
923176,2,2021,ELA5,Large Cities,All Students,589.0,1,1,1,0.0,587.0,600.0,590.0,ELA,576.0,592.0,0,1,1,0
933824,2,2021,ELA6,Large Cities,All Students,588.0,1,1,1,0.0,585.0,597.0,588.8,ELA,576.0,591.0,0,1,1,0
944472,2,2021,ELA7,Large Cities,All Students,587.0,1,1,1,0.0,585.0,595.0,590.0,ELA,573.0,591.0,0,1,1,0
955120,2,2021,ELA8,Large Cities,All Students,591.0,1,1,1,0.0,589.0,602.0,593.0,ELA,572.0,595.0,0,1,1,0
964381,2,2021,MATH3,Large Cities,All Students,578.0,1,1,1,0.0,579.0,466.79661912308507,458.2563127311146,Math,447.0496663026332,461.6788739230676,0,1,1,0
975029,2,2021,MATH4,Large Cities,All Students,580.0,1,1,1,0.0,581.0,466.79661912308507,458.2563127311146,Math,447.0496663026332,461.6788739230676,0,1,1,0
985677,2,2021,MATH5,Large Cities,All Students,580.0,1,1,1,0.0,581.0,466.79661912308507,458.2563127311146,Math,447.0496663026332,461.6788739230676,0,1,1,0
996325,2,2021,MATH6,Large Cities,All Students,584.0,1,1,1,0.0,585.0,466.79661912308507,458.2563127311146,Math,447.0496663026332,461.6788739230676,0,1,1,0
1006973,2,2021,MATH7,Large Cities,All Students,581.0,1,1,1,0.0,581.0,466.79661912308507,458.2563127311146,Math,447.0496663026332,461.6788739230676,0,1,1,0
1017621,2,2021,MATH8,Large Cities,All Students,589.0,1,1,1,0.0,588.0,466.79661912308507,458.2563127311146,Math,447.0496663026332,461.6788739230676,0,1,1,0
1026882,2,2021,Science4,Large Cities,All Students,62.0,1,1,1,0.0,63.0,72.0,61.2,Science,51.0,65.0,0,1,1,0
1037530,2,2021,Science8,Large Cities,All Students,39.0,1,1,1,0.0,39.0,46.0,43.8,Science,35.0,41.0,0,1,1,0
1046791,2,2022,ELA8,Large Cities,All Students,587.0,1,1,1,0.0,583.0,596.0,589.4,ELA,573.0,590.0,0,1,1,0
1057439,2,2022,ELA7,Large Cities,All Students,592.0,1,1,1,0.0,589.0,600.0,593.2,ELA,579.0,594.0,0,1,1,0
1068087,2,2022,ELA3,Large Cities,All Students,586.0,1,1,1,0.0,585.0,595.0,587.2,ELA,580.0,588.0,0,1,1,0
1078735,2,2022,ELA4,Large Cities,All Students,582.0,1,1,1,0.0,580.0,591.0,582.4,ELA,574.0,584.0,0,1,1,0
1089383,2,2022,ELA6,Large Cities,All Students,592.0,1,1,1,0.0,589.0,599.0,593.8,ELA,581.0,594.0,0,1,1,0
1100031,2,2022,ELA5,Large Cities,All Students,587.0,1,1,1,0.0,584.0,596.0,589.0,ELA,577.0,589.0,0,1,1,0
1112198,2,2022,MATH6,Large Cities,All Students,585.0,1,1,1,0.0,585.0,464.28082716364565,457.3549655348481,Math,446.9441541815162,458.6985340760989,0,1,1,0
1122846,2,2022,MATH3,Large Cities,All Students,582.0,1,1,1,0.0,582.0,464.28082716364565,457.3549655348481,Math,446.9441541815162,458.6985340760989,0,1,1,0
1133494,2,2022,MATH4,Large Cities,All Students,578.0,1,1,1,0.0,578.0,464.28082716364565,457.3549655348481,Math,446.9441541815162,458.6985340760989,0,1,1,0
1144142,2,2022,MATH7,Large Cities,All Students,582.0,1,1,1,0.0,581.0,464.28082716364565,457.3549655348481,Math,446.9441541815162,458.6985340760989,0,1,1,0
1154790,2,2022,MATH5,Large Cities,All Students,579.0,1,1,1,0.0,579.0,464.28082716364565,457.3549655348481,Math,446.9441541815162,458.6985340760989,0,1,1,0
1166957,2,2022,MATH8,Large Cities,All Students,582.0,1,1,1,0.0,581.0,464.28082716364565,457.3549655348481,Math,446.9441541815162,458.6985340760989,0,1,1,0
1177605,2,2022,Science4,Large Cities,All Students,63.0,1,1,1,0.0,64.0,73.0,63.0,Science,53.0,65.0,0,1,1,0
1188253,2,2022,Science8,Large Cities,All Students,46.0,1,1,1,0.0,46.0,52.0,48.6,Science,40.0,47.0,0,1,1,0
1198901,3,2018,ELA8,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,586.0,594.0,589.4,ELA,572.0,592.0,0,0,1,0
1211068,3,2018,ELA6,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,588.0,594.0,592.4,ELA,577.0,594.0,0,0,1,0
1223235,3,2018,ELA4,High Need/Resource Urban-Suburban Districts,All Students,592.0,1,1,1,0.0,590.0,594.0,592.2,ELA,582.0,594.0,0,0,1,0
1235402,3,2018,ELA5,High Need/Resource Urban-Suburban Districts,All Students,593.0,1,1,1,0.0,590.0,595.0,593.6,ELA,580.0,595.0,0,0,1,0
1247569,3,2018,ELA3,High Need/Resource Urban-Suburban Districts,All Students,592.0,1,1,1,0.0,590.0,595.0,592.6,ELA,583.0,594.0,0,0,1,0
1259736,3,2018,ELA7,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,586.0,593.0,590.6,ELA,573.0,592.0,0,0,1,0
1271903,3,2018,MATH6,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,590.0,595.0,590.0,MATH,578.0,592.0,0,0,1,0
1284070,3,2018,MATH3,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,591.0,595.0,591.0,MATH,584.0,593.0,0,0,1,0
1296237,3,2018,MATH5,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,590.0,594.0,590.0,MATH,580.0,593.0,0,0,1,0
1308404,3,2018,MATH8,High Need/Resource Urban-Suburban Districts,All Students,588.0,1,1,1,0.0,587.0,593.0,589.0,MATH,578.0,590.0,0,0,1,0
1320571,3,2018,MATH4,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,591.0,594.0,590.8,MATH,582.0,593.0,0,0,1,0
1332738,3,2018,MATH7,High Need/Resource Urban-Suburban Districts,All Students,588.0,1,1,1,0.0,587.0,593.0,587.8,MATH,575.0,590.0,0,0,1,0
1344905,3,2018,Science4,High Need/Resource Urban-Suburban Districts,All Students,77.0,1,1,1,0.0,77.0,594.0833333333334,590.7833333333333,SCIENCE,578.6666666666666,592.6666666666666,0,0,1,0
1367720,3,2018,Science8,High Need/Resource Urban-Suburban Districts,All Students,59.0,1,1,1,0.0,58.0,594.0833333333334,590.7833333333333,SCIENCE,578.6666666666666,592.6666666666666,0,0,1,0
1379887,3,2019,ELA5,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,588.0,594.0,591.6,ELA,577.0,594.0,0,0,1,0
1392054,3,2019,ELA3,High Need/Resource Urban-Suburban Districts,All Students,592.0,1,1,1,0.0,590.0,595.0,592.0,ELA,582.0,594.0,0,0,1,0
1404221,3,2019,ELA8,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,586.0,594.0,590.2,ELA,574.0,592.0,0,0,1,0
1416388,3,2019,ELA7,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,586.0,593.0,590.2,ELA,574.0,592.0,0,0,1,0
1428555,3,2019,ELA6,High Need/Resource Urban-Suburban Districts,All Students,589.0,1,1,1,0.0,586.0,592.0,589.6,ELA,574.0,591.0,0,0,1,0
1440722,3,2019,ELA4,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,589.0,594.0,591.8,ELA,580.0,594.0,0,0,1,0
1452889,3,2019,MATH6,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,591.0,596.0,592.0,MATH,579.0,594.0,0,0,1,0
1465056,3,2019,MATH4,High Need/Resource Urban-Suburban Districts,All Students,592.0,1,1,1,0.0,592.0,595.0,593.0,MATH,582.0,594.0,0,0,1,0
1477223,3,2019,MATH5,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,591.0,593.0,591.4,MATH,581.0,593.0,0,0,1,0
1489390,3,2019,MATH8,High Need/Resource Urban-Suburban Districts,All Students,589.0,1,1,1,0.0,587.0,593.0,589.2,MATH,579.0,590.0,0,0,1,0
1501557,3,2019,MATH7,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,590.0,595.0,591.0,MATH,578.0,593.0,0,0,1,0
1513724,3,2019,MATH3,High Need/Resource Urban-Suburban Districts,All Students,593.0,1,1,1,0.0,592.0,596.0,592.6,MATH,585.0,594.0,0,0,1,0
1525891,3,2019,Science8,High Need/Resource Urban-Suburban Districts,All Students,58.0,1,1,1,0.0,58.0,594.1666666666666,591.2166666666667,SCIENCE,578.75,592.9166666666666,0,0,1,0
1548706,3,2019,Science4,High Need/Resource Urban-Suburban Districts,All Students,76.0,1,1,1,0.0,76.0,594.1666666666666,591.2166666666667,SCIENCE,578.75,592.9166666666666,0,0,1,0
1560873,3,2021,ELA3,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,590.0,595.0,588.6,ELA,580.0,594.0,0,1,1,0
1573040,3,2021,ELA4,High Need/Resource Urban-Suburban Districts,All Students,594.0,1,1,1,0.0,593.0,597.0,594.2,ELA,582.0,597.0,0,1,1,0
1585207,3,2021,ELA5,High Need/Resource Urban-Suburban Districts,All Students,593.0,1,1,1,0.0,591.0,596.0,592.8,ELA,578.0,596.0,0,1,1,0
1597374,3,2021,ELA6,High Need/Resource Urban-Suburban Districts,All Students,594.0,1,1,1,0.0,591.0,597.0,595.2,ELA,579.0,597.0,0,1,1,0
1609541,3,2021,ELA7,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,588.0,595.0,592.2,ELA,574.0,594.0,0,1,1,0
1621708,3,2021,ELA8,High Need/Resource Urban-Suburban Districts,All Students,592.0,1,1,1,0.0,591.0,597.0,592.8,ELA,571.0,596.0,0,1,1,0
1633875,3,2021,MATH3,High Need/Resource Urban-Suburban Districts,All Students,584.0,1,1,1,0.0,585.0,463.375,459.25,Math,444.75,462.5,0,1,1,0
1646042,3,2021,MATH4,High Need/Resource Urban-Suburban Districts,All Students,585.0,1,1,1,0.0,586.0,463.375,459.25,Math,444.75,462.5,0,1,1,0
1658209,3,2021,MATH5,High Need/Resource Urban-Suburban Districts,All Students,585.0,1,1,1,0.0,585.0,463.375,459.25,Math,444.75,462.5,0,1,1,0
1670376,3,2021,MATH6,High Need/Resource Urban-Suburban Districts,All Students,587.0,1,1,1,0.0,588.0,463.375,459.25,Math,444.75,462.5,0,1,1,0
1682543,3,2021,MATH7,High Need/Resource Urban-Suburban Districts,All Students,584.0,1,1,1,0.0,584.0,463.375,459.25,Math,444.75,462.5,0,1,1,0
1694710,3,2021,MATH8,High Need/Resource Urban-Suburban Districts,All Students,587.0,1,1,1,0.0,587.0,463.375,459.25,Math,444.75,462.5,0,1,1,0
1706877,3,2021,Science4,High Need/Resource Urban-Suburban Districts,All Students,69.0,1,1,1,0.0,69.0,74.0,68.6,Science,57.0,72.0,0,1,1,0
1719044,3,2021,Science8,High Need/Resource Urban-Suburban Districts,All Students,51.0,1,1,1,0.0,52.0,56.0,49.6,Science,37.0,54.0,0,1,1,0
1731211,3,2022,ELA8,High Need/Resource Urban-Suburban Districts,All Students,591.0,1,1,1,0.0,586.0,593.0,591.6,ELA,574.0,593.0,0,1,1,0
1743378,3,2022,ELA7,High Need/Resource Urban-Suburban Districts,All Students,595.0,1,1,1,0.0,592.0,598.0,596.8,ELA,580.0,597.0,0,1,1,0
1755545,3,2022,ELA3,High Need/Resource Urban-Suburban Districts,All Students,590.0,1,1,1,0.0,589.0,592.0,590.8,ELA,583.0,592.0,0,1,1,0
1767712,3,2022,ELA4,High Need/Resource Urban-Suburban Districts,All Students,587.0,1,1,1,0.0,585.0,590.0,586.8,ELA,578.0,589.0,0,1,1,0
1779879,3,2022,ELA6,High Need/Resource Urban-Suburban Districts,All Students,595.0,1,1,1,0.0,592.0,598.0,595.0,ELA,582.0,597.0,0,1,1,0
1792046,3,2022,ELA5,High Need/Resource Urban-Suburban Districts,All Students,594.0,1,1,1,0.0,591.0,596.0,593.8,ELA,583.0,596.0,0,1,1,0
1804213,3,2022,MATH6,High Need/Resource Urban-Suburban Districts,All Students,588.0,1,1,1,0.0,588.0,462.625,459.825,Math,448.0,461.75,0,1,1,0
1816380,3,2022,MATH3,High Need/Resource Urban-Suburban Districts,All Students,587.0,1,1,1,0.0,588.0,462.625,459.825,Math,448.0,461.75,0,1,1,0
1828547,3,2022,MATH4,High Need/Resource Urban-Suburban Districts,All Students,585.0,1,1,1,0.0,586.0,462.625,459.825,Math,448.0,461.75,0,1,1,0
1840714,3,2022,MATH7,High Need/Resource Urban-Suburban Districts,All Students,587.0,1,1,1,0.0,586.0,462.625,459.825,Math,448.0,461.75,0,1,1,0
1852881,3,2022,MATH5,High Need/Resource Urban-Suburban Districts,All Students,585.0,1,1,1,0.0,586.0,462.625,459.825,Math,448.0,461.75,0,1,1,0
1865048,3,2022,MATH8,High Need/Resource Urban-Suburban Districts,All Students,585.0,1,1,1,0.0,584.0,462.625,459.825,Math,448.0,461.75,0,1,1,0
1877215,3,2022,Science4,High Need/Resource Urban-Suburban Districts,All Students,70.0,1,1,1,0.0,70.0,74.0,69.0,Science,60.0,73.0,0,1,1,0
1889382,3,2022,Science8,High Need/Resource Urban-Suburban Districts,All Students,55.0,1,1,1,0.0,55.0,60.0,54.8,Science,44.0,57.0,0,1,1,0
1901549,4,2018,ELA5,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,592.0,595.0,592.6,ELA,577.0,595.0,0,0,1,0
1913716,4,2018,ELA3,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,593.0,596.0,593.2,ELA,581.0,595.0,0,0,1,0
1925883,4,2018,ELA7,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,591.0,595.0,591.6,ELA,573.0,595.0,0,0,1,0
1938050,4,2018,ELA8,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,590.0,595.0,591.0,ELA,574.0,594.0,0,0,1,0
1950217,4,2018,ELA6,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,591.0,596.0,592.2,ELA,577.0,595.0,0,0,1,0
1962384,4,2018,ELA4,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,592.0,595.0,591.2,ELA,578.0,594.0,0,0,1,0
1974551,4,2018,MATH6,High Need/Resource Rural Districts,All Students,596.0,1,1,1,0.0,596.0,598.0,592.8,MATH,579.0,597.0,0,0,1,0
1986718,4,2018,MATH3,High Need/Resource Rural Districts,All Students,596.0,1,1,1,0.0,596.0,597.0,593.8,MATH,582.0,596.0,0,0,1,0
1998885,4,2018,MATH5,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,592.8,MATH,580.0,595.0,0,0,1,0
2011052,4,2018,MATH8,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,594.0,596.0,590.6,MATH,581.0,595.0,0,0,1,0
2023219,4,2018,MATH4,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,592.0,MATH,580.0,595.0,0,0,1,0
2035386,4,2018,MATH7,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,594.0,596.0,591.4,MATH,575.0,595.0,0,0,1,0
2047553,4,2018,Science4,High Need/Resource Rural Districts,All Students,81.0,1,1,1,0.0,81.0,595.9166666666666,592.1,SCIENCE,578.0833333333334,595.0833333333334,0,0,1,0
2070368,4,2018,Science8,High Need/Resource Rural Districts,All Students,68.0,1,1,1,0.0,67.0,595.9166666666666,592.1,SCIENCE,578.0833333333334,595.0833333333334,0,0,1,0
2082535,4,2019,ELA5,High Need/Resource Rural Districts,All Students,593.0,1,1,1,0.0,591.0,595.0,591.2,ELA,575.0,594.0,0,0,1,0
2094702,4,2019,ELA3,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,592.0,595.0,592.2,ELA,580.0,594.0,0,0,1,0
2106869,4,2019,ELA8,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,591.0,596.0,592.2,ELA,572.0,595.0,0,0,1,0
2119036,4,2019,ELA7,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,590.0,595.0,591.8,ELA,573.0,594.0,0,0,1,0
2131203,4,2019,ELA6,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,590.0,595.0,591.2,ELA,572.0,594.0,0,0,1,0
2143370,4,2019,ELA4,High Need/Resource Rural Districts,All Students,594.0,1,1,1,0.0,591.0,595.0,591.6,ELA,578.0,594.0,0,0,1,0
2155537,4,2019,MATH7,High Need/Resource Rural Districts,All Students,597.0,1,1,1,0.0,595.0,598.0,593.2,MATH,580.0,597.0,0,0,1,0
2167704,4,2019,MATH4,High Need/Resource Rural Districts,All Students,596.0,1,1,1,0.0,596.0,597.0,592.4,MATH,579.0,596.0,0,0,1,0
2179871,4,2019,MATH6,High Need/Resource Rural Districts,All Students,597.0,1,1,1,0.0,596.0,598.0,594.2,MATH,580.0,597.0,0,0,1,0
2192038,4,2019,MATH3,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,593.0,MATH,584.0,595.0,0,0,1,0
2204205,4,2019,MATH8,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,593.0,596.0,590.6,MATH,576.0,595.0,0,0,1,0
2216372,4,2019,MATH5,High Need/Resource Rural Districts,All Students,595.0,1,1,1,0.0,595.0,596.0,592.4,MATH,581.0,595.0,0,0,1,0
2228539,4,2019,Science4,High Need/Resource Rural Districts,All Students,79.0,1,1,1,0.0,79.0,596.0,592.1666666666666,SCIENCE,577.5,595.0,0,0,1,0
2240706,4,2019,Science8,High Need/Resource Rural Districts,All Students,66.0,1,1,1,0.0,66.0,596.0,592.1666666666666,SCIENCE,577.5,595.0,0,0,1,0
2263521,4,2021,ELA3,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,597.0,599.0,594.6,ELA,583.0,598.0,0,1,1,0
2275688,4,2021,ELA4,High Need/Resource Rural Districts,All Students,599.0,1,1,1,0.0,598.0,600.0,596.2,ELA,584.0,600.0,0,1,1,0
2287855,4,2021,ELA5,High Need/Resource Rural Districts,All Students,598.0,1,1,1,0.0,596.0,599.0,595.2,ELA,577.0,598.0,0,1,1,0
